0.00840,-4.69843
0.01840,-3.98906
0.02840,-3.56061
0.03840,-3.25949
0.04840,-3.02808
0.05840,-2.84031
0.06840,-2.68226
0.07840,-2.54583
0.08840,-2.42580
0.09840,-2.31864
0.10840,-2.22186
0.11840,-2.13363
0.12840,-2.05255
0.13840,-1.97756
0.14840,-1.90780
0.15840,-1.84259
0.16840,-1.78137
0.17840,-1.72369
0.18840,-1.66915
0.19840,-1.61744
0.20840,-1.56827
0.21840,-1.52140
0.22840,-1.47663
0.23840,-1.43378
0.24840,-1.39269
0.25840,-1.35322
0.26840,-1.31526
0.27840,-1.27868
0.28840,-1.24338
0.29840,-1.20930
0.30840,-1.17634
0.31840,-1.14443
0.32840,-1.11351
0.33840,-1.08351
0.34840,-1.05439
0.35840,-1.02609
0.36840,-0.99857
0.37840,-0.97179
0.38840,-0.94571
0.39840,-0.92028
0.40840,-0.89550
0.41840,-0.87131
0.42840,-0.84769
0.43840,-0.82461
0.44840,-0.80206
0.45840,-0.78000
0.46840,-0.75842
0.47840,-0.73730
0.48840,-0.71661
0.49840,-0.69634
0.50840,-0.67648
0.51840,-0.65700
0.52840,-0.63789
0.53840,-0.61915
0.54840,-0.60074
0.55840,-0.58267
0.56840,-0.56492
0.57840,-0.54748
0.58840,-0.53034
0.59840,-0.51349
0.60840,-0.49691
0.61840,-0.48061
0.62840,-0.46457
0.63840,-0.44878
0.64840,-0.43324
0.65840,-0.41794
0.66840,-0.40286
0.67840,-0.38801
0.68840,-0.37338
0.69840,-0.35896
0.70840,-0.34474
0.71840,-0.33072
0.72840,-0.31690
0.73840,-0.30326
0.74840,-0.28981
0.75840,-0.27654
0.76840,-0.26344
0.77840,-0.25051
0.78840,-0.23774
0.79840,-0.22514
0.80840,-0.21269
0.81840,-0.20040
0.82840,-0.18825
0.83840,-0.17626
0.84840,-0.16440
0.85840,-0.15268
0.86840,-0.14110
0.87840,-0.12965
0.88840,-0.11833
0.89840,-0.10714
0.90840,-0.09607
0.91840,-0.08512
0.92840,-0.07429
0.93840,-0.06357
0.94840,-0.05297
0.95840,-0.04249
0.96840,-0.03211
0.97840,-0.02183
0.98840,-0.01166
0.99840,-0.00160
1.00840,0.00837
1.01840,0.01824
1.02840,0.02801
1.03840,0.03768
1.04840,0.04727
1.05840,0.05676
1.06840,0.06617
1.07840,0.07548
1.08840,0.08471
1.09840,0.09386
1.10840,0.10292
1.11840,0.11190
1.12840,0.12080
1.13840,0.12963
1.14840,0.13837
1.15840,0.14704
1.16840,0.15564
1.17840,0.16416
1.18840,0.17261
1.19840,0.18099
1.20840,0.18930
1.21840,0.19754
1.22840,0.20572
1.23840,0.21382
1.24840,0.22187
1.25840,0.22984
1.26840,0.23776
1.27840,0.24561
1.28840,0.25340
1.29840,0.26114
1.30840,0.26881
1.31840,0.27642
1.32840,0.28398
1.33840,0.29148
1.34840,0.29892
1.35840,0.30631
1.36840,0.31364
1.37840,0.32093
1.38840,0.32815
1.39840,0.33533
1.40840,0.34246
1.41840,0.34953
1.42840,0.35656
1.43840,0.36353
1.44840,0.37046
1.45840,0.37734
1.46840,0.38418
1.47840,0.39096
1.48840,0.39770
1.49840,0.40440
1.50840,0.41105
1.51840,0.41766
1.52840,0.42422
1.53840,0.43074
1.54840,0.43722
1.55840,0.44366
1.56840,0.45006
1.57840,0.45641
1.58840,0.46273
1.59840,0.46900
1.60840,0.47524
1.61840,0.48144
1.62840,0.48760
1.63840,0.49372
1.64840,0.49981
1.65840,0.50585
1.66840,0.51187
1.67840,0.51784
1.68840,0.52378
1.69840,0.52969
1.70840,0.53556
1.71840,0.54140
1.72840,0.54720
1.73840,0.55297
1.74840,0.55870
1.75840,0.56441
1.76840,0.57008
1.77840,0.57572
1.78840,0.58132
1.79840,0.58690
1.80840,0.59244
1.81840,0.59796
1.82840,0.60344
1.83840,0.60890
1.84840,0.61432
1.85840,0.61972
1.86840,0.62508
1.87840,0.63042
1.88840,0.63573
1.89840,0.64101
1.90840,0.64627
1.91840,0.65149
1.92840,0.65669
1.93840,0.66186
1.94840,0.66701
1.95840,0.67213
1.96840,0.67722
1.97840,0.68229
1.98840,0.68733
1.99840,0.69235
2.00840,0.69734
2.01840,0.70231
2.02840,0.70725
2.03840,0.71217
2.04840,0.71706
2.05840,0.72193
2.06840,0.72677
2.07840,0.73160
2.08840,0.73640
2.09840,0.74117
2.10840,0.74593
2.11840,0.75066
2.12840,0.75537
2.13840,0.76006
2.14840,0.76472
2.15840,0.76937
2.16840,0.77399
2.17840,0.77859
2.18840,0.78317
2.19840,0.78773
2.20840,0.79227
2.21840,0.79679
2.22840,0.80128
2.23840,0.80576
2.24840,0.81022
2.25840,0.81466
2.26840,0.81908
2.27840,0.82347
2.28840,0.82785
2.29840,0.83221
2.30840,0.83655
2.31840,0.84088
2.32840,0.84518
2.33840,0.84947
2.34840,0.85373
2.35840,0.85798
2.36840,0.86221
2.37840,0.86643
2.38840,0.87062
2.39840,0.87480
2.40840,0.87896
2.41840,0.88311
2.42840,0.88723
2.43840,0.89134
2.44840,0.89543
2.45840,0.89951
2.46840,0.90357
2.47840,0.90761
2.48840,0.91164
2.49840,0.91565
2.50840,0.91964
2.51840,0.92362
2.52840,0.92758
2.53840,0.93153
2.54840,0.93546
2.55840,0.93938
2.56840,0.94328
2.57840,0.94717
2.58840,0.95104
2.59840,0.95490
2.60840,0.95874
2.61840,0.96256
2.62840,0.96638
2.63840,0.97017
2.64840,0.97396
2.65840,0.97772
2.66840,0.98148
2.67840,0.98522
2.68840,0.98895
2.69840,0.99266
2.70840,0.99636
2.71840,1.00004
2.72840,1.00371
2.73840,1.00737
2.74840,1.01102
2.75840,1.01465
2.76840,1.01827
2.77840,1.02187
2.78840,1.02547
2.79840,1.02905
2.80840,1.03261
2.81840,1.03617
2.82840,1.03971
