-3.14159,-1.00000
-3.13159,-1.00005
-3.12159,-1.00020
-3.11159,-1.00045
-3.10159,-1.00080
-3.09159,-1.00125
-3.08159,-1.00180
-3.07159,-1.00245
-3.06159,-1.00321
-3.05159,-1.00406
-3.04159,-1.00502
-3.03159,-1.00608
-3.02159,-1.00724
-3.01159,-1.00851
-3.00159,-1.00988
-2.99159,-1.01136
-2.98159,-1.01294
-2.97159,-1.01463
-2.96159,-1.01642
-2.95159,-1.01833
-2.94159,-1.02034
-2.93159,-1.02246
-2.92159,-1.02470
-2.91159,-1.02705
-2.90159,-1.02951
-2.89159,-1.03208
-2.88159,-1.03478
-2.87159,-1.03759
-2.86159,-1.04052
-2.85159,-1.04358
-2.84159,-1.04675
-2.83159,-1.05005
-2.82159,-1.05348
-2.81159,-1.05703
-2.80159,-1.06072
-2.79159,-1.06454
-2.78159,-1.06849
-2.77159,-1.07258
-2.76159,-1.07681
-2.75159,-1.08119
-2.74159,-1.08570
-2.73159,-1.09037
-2.72159,-1.09518
-2.71159,-1.10015
-2.70159,-1.10528
-2.69159,-1.11056
-2.68159,-1.11601
-2.67159,-1.12162
-2.66159,-1.12740
-2.65159,-1.13336
-2.64159,-1.13949
-2.63159,-1.14581
-2.62159,-1.15231
-2.61159,-1.15901
-2.60159,-1.16590
-2.59159,-1.17299
-2.58159,-1.18028
-2.57159,-1.18779
-2.56159,-1.19551
-2.55159,-1.20345
-2.54159,-1.21163
-2.53159,-1.22004
-2.52159,-1.22868
-2.51159,-1.23758
-2.50159,-1.24673
-2.49159,-1.25615
-2.48159,-1.26583
-2.47159,-1.27580
-2.46159,-1.28605
-2.45159,-1.29660
-2.44159,-1.30746
-2.43159,-1.31863
-2.42159,-1.33013
-2.41159,-1.34197
-2.40159,-1.35415
-2.39159,-1.36670
-2.38159,-1.37962
-2.37159,-1.39293
-2.36159,-1.40664
-2.35159,-1.42077
-2.34159,-1.43532
-2.33159,-1.45033
-2.32159,-1.46580
-2.31159,-1.48175
-2.30159,-1.49821
-2.29159,-1.51519
-2.28159,-1.53271
-2.27159,-1.55080
-2.26159,-1.56948
-2.25159,-1.58878
-2.24159,-1.60872
-2.23159,-1.62934
-2.22159,-1.65065
-2.21159,-1.67270
-2.20159,-1.69552
-2.19159,-1.71915
-2.18159,-1.74362
-2.17159,-1.76897
-2.16159,-1.79526
-2.15159,-1.82252
-2.14159,-1.85081
-2.13159,-1.88019
-2.12159,-1.91071
-2.11159,-1.94243
-2.10159,-1.97542
-2.09159,-2.00976
-2.08159,-2.04552
-2.07159,-2.08279
-2.06159,-2.12166
-2.05159,-2.16223
-2.04159,-2.20460
-2.03159,-2.24890
-2.02159,-2.29525
-2.01159,-2.34379
-2.00159,-2.39467
-1.99159,-2.44805
-1.98159,-2.50413
-1.97159,-2.56310
-1.96159,-2.62519
-1.95159,-2.69062
-1.94159,-2.75969
-1.93159,-2.83270
-1.92159,-2.90996
-1.91159,-2.99187
-1.90159,-3.07884
-1.89159,-3.17134
-1.88159,-3.26992
-1.87159,-3.37516
-1.86159,-3.48777
-1.85159,-3.60852
-1.84159,-3.73831
-1.83159,-3.87820
-1.82159,-4.02938
-1.81159,-4.19327
-1.80159,-4.37150
-1.79159,-4.56604
-1.78159,-4.77920
-1.77159,-5.01376
-1.76159,-5.27308
-1.75159,-5.56128
-1.74159,-5.88343
-1.73159,-6.24586
-1.72159,-6.65658
-1.71159,-7.12589
-1.70159,-7.66721
-1.69159,-8.29843
-1.68159,-9.04389
-1.67159,-9.93760
-1.66159,-11.02853
-1.65159,-12.38990
-1.64159,-14.13630
-1.63159,-16.45771
-1.62159,-19.69366
-1.61159,-24.51651
-1.60159,-32.47155
-1.59159,-48.07383
-1.58159,-92.52673
-1.56159,108.52021
-1.55159,52.06328
-1.54159,34.24376
-1.53159,25.51312
-1.52159,20.33135
-1.51159,16.90045
-1.50159,14.46151
-1.49159,12.63882
-1.48159,11.22514
-1.47159,10.09681
-1.46159,9.17542
-1.45159,8.40890
-1.44159,7.76130
-1.43159,7.20698
-1.42159,6.72719
-1.41159,6.30788
-1.40159,5.93834
-1.39159,5.61023
-1.38159,5.31698
-1.37159,5.05335
-1.36159,4.81508
-1.35159,4.59871
-1.34159,4.40137
-1.33159,4.22068
-1.32159,4.05462
-1.31159,3.90152
-1.30159,3.75991
-1.29159,3.62858
-1.28159,3.50645
-1.27159,3.39260
-1.26159,3.28625
-1.25159,3.18665
-1.24159,3.09322
-1.23159,3.00540
-1.22159,2.92271
-1.21159,2.84473
-1.20159,2.77107
-1.19159,2.70140
-1.18159,2.63539
-1.17159,2.57279
-1.16159,2.51334
-1.15159,2.45681
-1.14159,2.40301
-1.13159,2.35174
-1.12159,2.30284
-1.11159,2.25615
-1.10159,2.21154
-1.09159,2.16886
-1.08159,2.12802
-1.07159,2.08888
-1.06159,2.05137
-1.05159,2.01537
-1.04159,1.98081
-1.03159,1.94761
-1.02159,1.91569
-1.01159,1.88498
-1.00159,1.85543
-0.99159,1.82697
-0.98159,1.79954
-0.97159,1.77310
-0.96159,1.74760
-0.95159,1.72299
-0.94159,1.69924
-0.93159,1.67629
-0.92159,1.65412
-0.91159,1.63269
-0.90159,1.61197
-0.89159,1.59192
-0.88159,1.57252
-0.87159,1.55374
-0.86159,1.53556
-0.85159,1.51795
-0.84159,1.50088
-0.83159,1.48435
-0.82159,1.46831
-0.81159,1.45277
-0.80159,1.43769
-0.79159,1.42306
-0.78159,1.40887
-0.77160,1.39509
-0.76160,1.38172
-0.75160,1.36874
-0.74160,1.35613
